,vectors,shape
1372,rLBQ2Wglw6Y_bn.npy,"(807, 1024)"
1373,zudeWqL9ALU_resnet.npy,"(676, 2048)"
1374,a4CrC2VFi_w_bn.npy,"(537, 1024)"
1375,nqyO0ovASOg_resnet.npy,"(603, 2048)"
1376,83sNHrKGcqY_resnet.npy,"(615, 2048)"
1377,7v2kaXqLNCY_resnet.npy,"(511, 2048)"
1378,3jDAyeKeYFA_resnet.npy,"(599, 2048)"
1379,uFbAiNoQYQE_bn.npy,"(591, 1024)"
1380,BUhMeYMzydE_resnet.npy,"(537, 2048)"
1381,WcNepcoPYmA_resnet.npy,"(430, 2048)"
1382,Ysh60eirChU_resnet.npy,"(1173, 2048)"
1383,yxjnWx6TaQ8_resnet.npy,"(228, 2048)"
1384,dXhZKrEUHEI_resnet.npy,"(722, 2048)"
1385,EpNUSTO2BI4_bn.npy,"(892, 1024)"
1386,PKt_za_XfF8_bn.npy,"(422, 1024)"
1387,1U5GzTal-2Y_bn.npy,"(511, 1024)"
1388,_xIIpW8iMps_bn.npy,"(1237, 1024)"
1389,F564e476ULM_bn.npy,"(900, 1024)"
1390,NZtwPf32YN4_resnet.npy,"(425, 2048)"
1391,d-Hwbg0PrNk_resnet.npy,"(451, 2048)"
1392,rlHZ8xe9G10_resnet.npy,"(1222, 2048)"
1393,okvTq8gtr8c_resnet.npy,"(778, 2048)"
1394,TmbdrTVJ_Mo_resnet.npy,"(689, 2048)"
1395,kTVcpmqpXJ8_bn.npy,"(309, 1024)"
1396,mR0inCVvBzY_bn.npy,"(576, 1024)"
1397,GYolHIuQlEY_resnet.npy,"(113, 2048)"
1398,LlzW9bBIPoA_resnet.npy,"(425, 2048)"
1399,xw9aAfqanDo_resnet.npy,"(709, 2048)"
1400,on8-O_f69ys_resnet.npy,"(874, 2048)"
1401,v-NzE_1_xNM_resnet.npy,"(507, 2048)"
1402,__5RJw4UP1Y_bn.npy,"(290, 1024)"
1403,y0c17Wxj_TI_bn.npy,"(710, 1024)"
1404,xm5OTacqk0E_resnet.npy,"(286, 2048)"
1405,BL8oJSnL4EE_bn.npy,"(366, 1024)"
1406,DErbTrN8v1M_resnet.npy,"(1218, 2048)"
1407,yF3qIVPhmr4_resnet.npy,"(421, 2048)"
1408,kAD8FSnkm50_resnet.npy,"(629, 2048)"
1409,vglhM2iVGSo_bn.npy,"(161, 1024)"
1410,W2xZWTltJ10_bn.npy,"(1467, 1024)"
1411,VmxFWJkYAqk_bn.npy,"(858, 1024)"
1412,7ebZWviUfUA_bn.npy,"(216, 1024)"
1413,R96CUaMwGME_resnet.npy,"(197, 2048)"
1414,zMrDtnzoSiw_resnet.npy,"(819, 2048)"
1415,xx698BRyqG4_bn.npy,"(651, 1024)"
1416,ljyO7IaGWLY_bn.npy,"(981, 1024)"
1417,7Ui4OCsawAU_bn.npy,"(904, 1024)"
1418,iX5UqDbD9YE_resnet.npy,"(353, 2048)"
1419,yWEq4_EG1us_resnet.npy,"(649, 2048)"
1420,0VBNakxmATU_resnet.npy,"(165, 2048)"
1421,FcjEswcaJW4_bn.npy,"(652, 1024)"
1422,TO_W2RYL2mA_bn.npy,"(253, 1024)"
1423,bp-m0CGtCPo_bn.npy,"(664, 1024)"
1424,_eUYGNVVUD0_bn.npy,"(1139, 1024)"
1425,mV3m2svj3XE_resnet.npy,"(641, 2048)"
1426,OIHLdm9BuoU_bn.npy,"(383, 1024)"
1427,_H0Mmr15_zA_resnet.npy,"(722, 2048)"
1428,hTTcCbxQS98_resnet.npy,"(992, 2048)"
1429,NK2tAXi3cT4_bn.npy,"(1103, 1024)"
1430,HghNzA9BJAU_resnet.npy,"(474, 2048)"
1431,jgeZjmXCDiw_resnet.npy,"(1069, 2048)"
1432,QWXlKD-XGCQ_resnet.npy,"(810, 2048)"
1433,nz_LHDf0uqE_bn.npy,"(1168, 1024)"
1434,BUhMeYMzydE_bn.npy,"(537, 1024)"
1435,pNAwkqm4t3A_resnet.npy,"(367, 2048)"
1436,oAE7nqQeMBQ_resnet.npy,"(240, 2048)"
1437,-gJHzNJFTx4_resnet.npy,"(449, 2048)"
1438,U5Eyu9IyG-I_bn.npy,"(1112, 1024)"
1439,SDHOR15oWwU_bn.npy,"(694, 1024)"
1440,92cezdsHEwM_resnet.npy,"(1130, 2048)"
1441,tqA5LByjh_Y_resnet.npy,"(670, 2048)"
1442,7PATXwoKFeI_bn.npy,"(475, 1024)"
1443,skrWT6xHVoI_resnet.npy,"(383, 2048)"
1444,tGGrOrIqB8U_bn.npy,"(259, 1024)"
1445,APQ_KEVYbBw_resnet.npy,"(441, 2048)"
1446,dMhoqii0Cq0_resnet.npy,"(467, 2048)"
1447,BYoZz07Y_CY_bn.npy,"(582, 1024)"
1448,2tCWtcoGpCM_resnet.npy,"(509, 2048)"
1449,b34VwqSkRE0_bn.npy,"(471, 1024)"
1450,i0qYuhtSQHI_resnet.npy,"(468, 2048)"
1451,zWHu95io9B4_resnet.npy,"(439, 2048)"
1452,MOBlJBn0BFI_bn.npy,"(1047, 1024)"
1453,XrhAUrmnjaA_resnet.npy,"(597, 2048)"
1454,dxK5n3J9pdY_bn.npy,"(860, 1024)"
1455,G-vY8T7pSTM_resnet.npy,"(277, 2048)"
1456,3dUm-m3iFaI_resnet.npy,"(627, 2048)"
1457,_D7bcfuVq54_bn.npy,"(212, 1024)"
1458,G-spzGkKIHM_resnet.npy,"(589, 2048)"
1459,sT594H2u4kk_bn.npy,"(341, 1024)"
1460,OWtnI3m-p8g_resnet.npy,"(780, 2048)"
1461,hJzPVZf6JVo_bn.npy,"(843, 1024)"
1462,lEw8CgGjuGc_resnet.npy,"(258, 2048)"
1463,5cwg5mURihI_bn.npy,"(606, 1024)"
1464,SqLOMJ2D_SM_resnet.npy,"(307, 2048)"
1465,foTy--iKmQ0_resnet.npy,"(809, 2048)"
1466,Y2HYSmo4KaI_bn.npy,"(496, 1024)"
1467,P8SY69LYkx0_resnet.npy,"(521, 2048)"
1468,fAfk3DJ5Diw_bn.npy,"(629, 1024)"
1469,tqrCEx9np9Y_resnet.npy,"(654, 2048)"
1470,qK_02VHLcN0_resnet.npy,"(639, 2048)"
1471,EsQbw20TQPA_resnet.npy,"(616, 2048)"
1472,txjgF4URKDw_resnet.npy,"(459, 2048)"
1473,zuDJIPoSl7o_bn.npy,"(339, 1024)"
1474,Qh_rtJaCpXs_bn.npy,"(463, 1024)"
1475,ycapN0_D2RA_resnet.npy,"(516, 2048)"
1476,e-LKNWrv6TQ_bn.npy,"(734, 1024)"
1477,2Ymt5frHtTg_resnet.npy,"(665, 2048)"
1478,ioXqgVYG7Xc_bn.npy,"(558, 1024)"
1479,_Nmu6ezDy-M_bn.npy,"(488, 1024)"
1480,zLBRrWd4DTo_bn.npy,"(400, 1024)"
1481,fq37BTAjPHk_resnet.npy,"(1175, 2048)"
1482,Jtusyjv7GiY_resnet.npy,"(680, 2048)"
1483,nJ6fxiFKHaE_bn.npy,"(239, 1024)"
1484,3XKJ07sLiPE_bn.npy,"(406, 1024)"
1485,SuKgZbVHL2o_resnet.npy,"(266, 2048)"
1486,svgC7Pcu3_0_bn.npy,"(1062, 1024)"
1487,R4ZerUrULLk_bn.npy,"(587, 1024)"
1488,qxSUbk742Ag_bn.npy,"(797, 1024)"
1489,4SnAlRlxlFk_bn.npy,"(602, 1024)"
1490,1vJp-jaIaeE_bn.npy,"(154, 1024)"
1491,7h70U1m5hFg_bn.npy,"(288, 1024)"
1492,-h8c5sLelZ4_bn.npy,"(555, 1024)"
1493,UaQ_PwDnIis_bn.npy,"(702, 1024)"
1494,FHvZgt3ExDI_bn.npy,"(927, 1024)"
1495,45mgcWx16mM_resnet.npy,"(760, 2048)"
1496,8fVUcbC8MgM_bn.npy,"(642, 1024)"
1497,62H65wNWMZo_resnet.npy,"(306, 2048)"
1498,5haTwcEIyE8_bn.npy,"(463, 1024)"
1499,I8ckIq2-j0k_resnet.npy,"(775, 2048)"
1500,19EkHqTQkZg_resnet.npy,"(875, 2048)"
1501,xp899pkRCew_bn.npy,"(424, 1024)"
1502,Ns8su84olsQ_resnet.npy,"(932, 2048)"
1503,a4CrC2VFi_w_resnet.npy,"(537, 2048)"
1504,ekguuiYx5xU_resnet.npy,"(272, 2048)"
1505,BPgpTaUH6t0_bn.npy,"(530, 1024)"
1506,wSXkTrTvI5o_bn.npy,"(385, 1024)"
1507,8Aw2iv6edkk_resnet.npy,"(389, 2048)"
1508,Xp2HNiLabRI_resnet.npy,"(405, 2048)"
1509,D7KJVZ5vTQs_resnet.npy,"(668, 2048)"
1510,5nh2CP22dgY_resnet.npy,"(922, 2048)"
1511,1U5GzTal-2Y_resnet.npy,"(511, 2048)"
1512,WTusWtjcQqg_resnet.npy,"(482, 2048)"
1513,sGzBQrg1adY_bn.npy,"(1359, 1024)"
1514,WlkaUxBwURQ_resnet.npy,"(575, 2048)"
1515,WRtoMalV4Zo_bn.npy,"(1073, 1024)"
1516,40UqljqGXXA_resnet.npy,"(487, 2048)"
1517,RE3QHbz2SH4_resnet.npy,"(227, 2048)"
1518,QWhn9Ncvvso_bn.npy,"(476, 1024)"
1519,91z7e22XGy8_bn.npy,"(639, 1024)"
1520,p1RgI4R8VX4_bn.npy,"(1001, 1024)"
1521,liuwUS5H1qY_resnet.npy,"(565, 2048)"
1522,CvSyuGqTrqk_bn.npy,"(519, 1024)"
1523,vEiWZHn2OiE_bn.npy,"(713, 1024)"
1524,wk0nfwGyPBI_resnet.npy,"(360, 2048)"
1525,peld2w63tpM_resnet.npy,"(367, 2048)"
1526,65235CscqdQ_resnet.npy,"(563, 2048)"
1527,uI-vgcqOioU_bn.npy,"(825, 1024)"
1528,6nVIgasiUtw_resnet.npy,"(454, 2048)"
1529,DHpQOhQhW3A_bn.npy,"(353, 1024)"
1530,5IL3Zl6rUu4_resnet.npy,"(1181, 2048)"
1531,OMJvrjWEjC0_bn.npy,"(415, 1024)"
1532,pYhiIrlXY7I_bn.npy,"(536, 1024)"
1533,jEo9VXYVrxs_bn.npy,"(852, 1024)"
1534,UbRRHp4uO50_bn.npy,"(942, 1024)"
1535,ORHuKU5vxRg_bn.npy,"(222, 1024)"
1536,O7ONcb3qhMU_bn.npy,"(726, 1024)"
1537,igC0oJ48gxg_resnet.npy,"(412, 2048)"
1538,LqCDIssigHo_resnet.npy,"(447, 2048)"
1539,tKWl-njXhP0_resnet.npy,"(852, 2048)"
1540,1IE3Z0wBnLU_bn.npy,"(490, 1024)"
1541,QS0I7mLQIgc_bn.npy,"(849, 1024)"
1542,LeCwqp8Bic8_resnet.npy,"(685, 2048)"
1543,p2wKeNmzIJ0_resnet.npy,"(949, 2048)"
1544,T_o_T3LEYLY_resnet.npy,"(981, 2048)"
1545,qtyJmyLVclQ_bn.npy,"(798, 1024)"
1546,mer7ECSKflk_bn.npy,"(598, 1024)"
1547,_GTwKEPmB-U_bn.npy,"(376, 1024)"
1548,W4uSf0d5yhw_bn.npy,"(947, 1024)"
1549,KUL6f9Q5ER4_resnet.npy,"(762, 2048)"
1550,a6Axxe-Q9K0_bn.npy,"(363, 1024)"
1551,HeG0xZ-U_4w_resnet.npy,"(344, 2048)"
1552,M-SB6et-mkg_resnet.npy,"(643, 2048)"
1553,pUmjiLjhxgc_bn.npy,"(514, 1024)"
1554,osJxKebjqnU_bn.npy,"(554, 1024)"
1555,use_geIKnFc_resnet.npy,"(495, 2048)"
1556,9F5FvWheSrg_resnet.npy,"(550, 2048)"
1557,a6tBjoYxbYQ_resnet.npy,"(442, 2048)"
1558,R3Jc1fXwSnU_bn.npy,"(954, 1024)"
1559,wii9jNiNl9Y_bn.npy,"(686, 1024)"
1560,tGaAAI3aAUs_bn.npy,"(810, 1024)"
1561,e-GfjjZMabA_resnet.npy,"(578, 2048)"
1562,IPl_MdY9yNQ_bn.npy,"(762, 1024)"
1563,vmTP3k22f0I_resnet.npy,"(492, 2048)"
1564,z1S8WkUoQtU_resnet.npy,"(359, 2048)"
1565,GLYC8yfRSzE_bn.npy,"(422, 1024)"
1566,RKhfv-spUaI_resnet.npy,"(755, 2048)"
1567,U_yVc8Dl048_bn.npy,"(659, 1024)"
1568,pOP5Zzm19kc_bn.npy,"(601, 1024)"
1569,QYl_wwBKt18_resnet.npy,"(459, 2048)"
1570,I1JgU6TK-yc_bn.npy,"(583, 1024)"
1571,ffoRmenLSLs_bn.npy,"(339, 1024)"
1572,nWGpCmDlNU4_resnet.npy,"(493, 2048)"
1573,30Q8k57Kbz4_bn.npy,"(453, 1024)"
1574,WXnV0ACb808_resnet.npy,"(317, 2048)"
1575,3WXM2FAueb8_resnet.npy,"(489, 2048)"
1576,1iv2xhPN3vk_resnet.npy,"(134, 2048)"
1577,M5TwnzHdT2Q_bn.npy,"(307, 1024)"
1578,7C8t-Mihd18_resnet.npy,"(659, 2048)"
1579,M4cDslY_qCg_resnet.npy,"(379, 2048)"
1580,J7gBorrGvDU_resnet.npy,"(734, 2048)"
1581,fqqpdOpgkdc_resnet.npy,"(602, 2048)"
1582,RY10IUcz3bk_bn.npy,"(843, 1024)"
1583,vTE9fobspEw_bn.npy,"(318, 1024)"
1584,zcS2hLxZ-cI_bn.npy,"(315, 1024)"
1585,HxehEvClhQI_bn.npy,"(460, 1024)"
1586,oRMqGMnK5mk_resnet.npy,"(1018, 2048)"
1587,wc9paq0uox4_resnet.npy,"(859, 2048)"
1588,FiE1KczH4pc_bn.npy,"(720, 1024)"
1589,WWwcQ6kiKtA_resnet.npy,"(940, 2048)"
1590,xhXcJ6bhX2w_bn.npy,"(473, 1024)"
1591,fpPQcbr5VC0_bn.npy,"(560, 1024)"
1592,5yJz2Sc7T5k_bn.npy,"(468, 1024)"
1593,J6j0B9hK2Sk_resnet.npy,"(445, 2048)"
1594,8Z9iWc70sFc_resnet.npy,"(352, 2048)"
1595,APKue3kxJmg_resnet.npy,"(1037, 2048)"
1596,CrLSUUltW2A_resnet.npy,"(1500, 2048)"
1597,g6eV_7U5HX8_resnet.npy,"(381, 2048)"
1598,tfZ7g7yr-0k_bn.npy,"(658, 1024)"
1599,kGxmudExRVk_resnet.npy,"(445, 2048)"
1600,fSY-uG_uayI_resnet.npy,"(1429, 2048)"
1601,lRwMt_eHjxU_bn.npy,"(603, 1024)"
1602,HF49t8uVJOE_resnet.npy,"(381, 2048)"
1603,vXlmXrKC0FE_bn.npy,"(512, 1024)"
1604,XAHNVoKV1Bc_bn.npy,"(1351, 1024)"
1605,7-FatJyHj_g_bn.npy,"(358, 1024)"
1606,m_0hSqNeLIk_resnet.npy,"(767, 2048)"
1607,ucky1nWb7LY_bn.npy,"(611, 1024)"
1608,_eUYGNVVUD0_resnet.npy,"(1139, 2048)"
1609,KpzFf81iax8_bn.npy,"(1072, 1024)"
1610,0rkJ9RFLaIE_bn.npy,"(659, 1024)"
1611,1k64hSAAAd4_bn.npy,"(127, 1024)"
1612,5ZWUiD2OL04_resnet.npy,"(459, 2048)"
1613,0_Ifseq4Eg8_resnet.npy,"(577, 2048)"
1614,rAvuiOAC-V8_resnet.npy,"(392, 2048)"
1615,POgIE_9QuYA_bn.npy,"(785, 1024)"
1616,rwYaDqXFH88_resnet.npy,"(905, 2048)"
1617,BByjyvBp6gI_bn.npy,"(709, 1024)"
1618,XbTA0SGOdwk_resnet.npy,"(589, 2048)"
1619,_z1nplx1HdY_resnet.npy,"(990, 2048)"
1620,_HYoidFnb5w_resnet.npy,"(534, 2048)"
1621,YX6v3tY7OPg_bn.npy,"(232, 1024)"
1622,g1jFJYtQ9_s_resnet.npy,"(848, 2048)"
1623,GCwrUPndL4g_bn.npy,"(422, 1024)"
1624,WAevYUItUAY_bn.npy,"(322, 1024)"
1625,Ex2yu23wyHA_bn.npy,"(499, 1024)"
1626,E9O9-6TQUw0_resnet.npy,"(1085, 2048)"
1627,esqgBv1AG1Q_resnet.npy,"(385, 2048)"
1628,9kZgaZbDuqI_resnet.npy,"(645, 2048)"
1629,lqDgvgDkphY_bn.npy,"(553, 1024)"
1630,fetFXsc6G5s_resnet.npy,"(669, 2048)"
1631,hAzH-GS4cvc_resnet.npy,"(465, 2048)"
1632,Nbh64ntT3EM_resnet.npy,"(394, 2048)"
1633,ksSC0Fnjg00_bn.npy,"(288, 1024)"
1634,J7gBorrGvDU_bn.npy,"(734, 1024)"
1635,k3nRPKCyyVg_resnet.npy,"(1101, 2048)"
1636,eMsfAhVj2e4_bn.npy,"(617, 1024)"
1637,hM3j1SlUQd8_resnet.npy,"(246, 2048)"
1638,p_UKXct35jY_resnet.npy,"(342, 2048)"
1639,VswrGW9b3ck_resnet.npy,"(205, 2048)"
1640,0q38LzW-axY_resnet.npy,"(621, 2048)"
1641,iqcnbNqVc7U_bn.npy,"(606, 1024)"
1642,Z1ajYx0UIxo_resnet.npy,"(395, 2048)"
1643,QVIrvIjknv4_resnet.npy,"(839, 2048)"
1644,Dggrreb1T30_bn.npy,"(350, 1024)"
1645,FSWZXBbEyFw_bn.npy,"(542, 1024)"
1646,T2lxCGJ9ekg_resnet.npy,"(576, 2048)"
1647,JrOs3kkSZ48_resnet.npy,"(565, 2048)"
1648,dPQmCSYmwA8_bn.npy,"(599, 1024)"
1649,seLgqS2A_y0_bn.npy,"(518, 1024)"
1650,ivCUhv6Cm0Q_resnet.npy,"(504, 2048)"
1651,5Pa79r5Q-ZI_resnet.npy,"(448, 2048)"
1652,_GTwKEPmB-U_resnet.npy,"(376, 2048)"
1653,wc9paq0uox4_bn.npy,"(859, 1024)"
1654,0l_U1Moloqk_resnet.npy,"(249, 2048)"
1655,luc3a5TQ6z4_bn.npy,"(282, 1024)"
1656,UA7wqVe8Kpo_bn.npy,"(371, 1024)"
1657,2NsbFst90QQ_resnet.npy,"(607, 2048)"
1658,3t0DOJgK1vs_resnet.npy,"(361, 2048)"
1659,4bEtf7u4YtE_bn.npy,"(476, 1024)"
1660,IJXdHAGqxhA_bn.npy,"(426, 1024)"
1661,ljyO7IaGWLY_resnet.npy,"(981, 2048)"
1662,DMGFoEdCcRk_resnet.npy,"(311, 2048)"
1663,JGp_1OQ_XC8_bn.npy,"(227, 1024)"
1664,N1-rqFfCm9M_resnet.npy,"(403, 2048)"
1665,2-mxsib6pJo_bn.npy,"(762, 1024)"
1666,Sh33vaPTI0Q_resnet.npy,"(648, 2048)"
1667,fznTL6TzsqI_resnet.npy,"(1052, 2048)"
1668,EZKU6KK7e-4_resnet.npy,"(296, 2048)"
1669,HXqC_xWsKkY_bn.npy,"(385, 1024)"
1670,RFE7qdhjgXc_resnet.npy,"(559, 2048)"
1671,naTT2_95rpM_resnet.npy,"(460, 2048)"
1672,DvAiRex4JlQ_resnet.npy,"(410, 2048)"
1673,v_dkYNq8G9Y_resnet.npy,"(759, 2048)"
1674,cMMoRNhHJrI_resnet.npy,"(703, 2048)"
1675,0-OWf7eul6w_bn.npy,"(1253, 1024)"
1676,a5FoLWnEiAI_resnet.npy,"(1191, 2048)"
1677,hrj_nf_ApD0_resnet.npy,"(432, 2048)"
1678,qdg_pmS934Q_resnet.npy,"(451, 2048)"
1679,yreC9D4yYiM_resnet.npy,"(222, 2048)"
1680,ELXmRSw3LlA_resnet.npy,"(480, 2048)"
1681,eYOn2ZVB4nc_bn.npy,"(366, 1024)"
1682,_Vw0jI7kJtY_bn.npy,"(558, 1024)"
1683,cwLpF3FxZdA_bn.npy,"(284, 1024)"
1684,lBnuFn9q3Xs_bn.npy,"(589, 1024)"
1685,i9CMFh31Bs0_resnet.npy,"(1231, 2048)"
1686,q4QLiGuLv0M_bn.npy,"(694, 1024)"
1687,p6LSW9kuRCE_bn.npy,"(503, 1024)"
1688,M1HPY6_IEqU_resnet.npy,"(216, 2048)"
1689,ywi6r_igN5M_resnet.npy,"(254, 2048)"
1690,gB6Fd4D697s_bn.npy,"(795, 1024)"
1691,tGGrOrIqB8U_resnet.npy,"(259, 2048)"
1692,Ts7K969Xdck_resnet.npy,"(774, 2048)"
1693,g5qy84ftuIw_resnet.npy,"(826, 2048)"
1694,mZwK0TBI1iY_resnet.npy,"(529, 2048)"
1695,w0FBc7-Acs8_resnet.npy,"(745, 2048)"
1696,oAE7nqQeMBQ_bn.npy,"(240, 1024)"
1697,r1HcLnSTJHY_bn.npy,"(333, 1024)"
1698,RoLhMa9SHsI_resnet.npy,"(518, 2048)"
1699,EA4EWlv6HUM_bn.npy,"(527, 1024)"
1700,r9AtdDfDVmo_bn.npy,"(819, 1024)"
1701,41NQ9UXkPWE_resnet.npy,"(1386, 2048)"
1702,yohSEYq9tSo_bn.npy,"(418, 1024)"
1703,mCc1T7zOKjA_bn.npy,"(512, 1024)"
1704,_z1nplx1HdY_bn.npy,"(990, 1024)"
1705,_xOx9hkJoBk_bn.npy,"(268, 1024)"
1706,3tGhLc48eX8_bn.npy,"(449, 1024)"
1707,vHpqMItXGzg_resnet.npy,"(423, 2048)"
1708,zqTXQ-YqrgQ_bn.npy,"(362, 1024)"
1709,kXoSzxkZsx8_resnet.npy,"(144, 2048)"
1710,WWoxlXWGYTA_bn.npy,"(1473, 1024)"
1711,YuY7aqO0HxU_bn.npy,"(1324, 1024)"
1712,zCumtEzm4TE_bn.npy,"(1173, 1024)"
1713,LhrmwGxTLAE_resnet.npy,"(1060, 2048)"
1714,891dSjYielI_resnet.npy,"(659, 2048)"
1715,3cVVML1OLNM_resnet.npy,"(383, 2048)"
1716,PPWGxMrCKHo_bn.npy,"(152, 1024)"
1717,qLygo7z5hn8_resnet.npy,"(361, 2048)"
1718,Yt_oQZkwnZA_resnet.npy,"(531, 2048)"
1719,igF8D7iE46o_bn.npy,"(537, 1024)"
1720,720an9dDfkY_bn.npy,"(621, 1024)"
1721,ZGLv-uyeQWU_bn.npy,"(819, 1024)"
1722,5oz8ys_Y1_0_resnet.npy,"(462, 2048)"
1723,zaJrdbEGBj0_bn.npy,"(746, 1024)"
1724,X4T4XjWNUgc_bn.npy,"(721, 1024)"
1725,Re46osq_NkI_resnet.npy,"(548, 2048)"
1726,RznLeKVI3yo_resnet.npy,"(452, 2048)"
1727,t1cUwX4Xzt0_bn.npy,"(338, 1024)"
1728,Nl8jNIzvcvY_resnet.npy,"(435, 2048)"
1729,nrsFW3HE7yo_resnet.npy,"(872, 2048)"
1730,UGUF_9Rt9ZE_bn.npy,"(448, 1024)"
1731,oYLrSflCI2g_resnet.npy,"(1264, 2048)"
1732,DmcV5DwthkI_resnet.npy,"(373, 2048)"
1733,xXSBn23NBJU_bn.npy,"(517, 1024)"
1734,xHr8X2Wpmno_bn.npy,"(413, 1024)"
1735,LrfB-u6Y7Vg_bn.npy,"(1322, 1024)"
1736,78dIqPhgnLs_resnet.npy,"(906, 2048)"
1737,lYiKwaclCZQ_resnet.npy,"(651, 2048)"
1738,Fr8St87Wf-k_resnet.npy,"(1171, 2048)"
1739,QX3bwt9eINk_resnet.npy,"(1334, 2048)"
1740,QqepsJSi5fs_bn.npy,"(675, 1024)"
1741,c3JFGGhkArA_resnet.npy,"(334, 2048)"
1742,HBUz55JRRm8_resnet.npy,"(1343, 2048)"
1743,jT75QMjRkD0_bn.npy,"(367, 1024)"
1744,17v08qtr8UM_resnet.npy,"(255, 2048)"
1745,ACyY0jTrm5c_resnet.npy,"(313, 2048)"
1746,7dUpBLA2C6I_bn.npy,"(279, 1024)"
1747,Hh-uza7bwgE_bn.npy,"(147, 1024)"
1748,nbiOaHaKuKs_bn.npy,"(359, 1024)"
1749,SRIffPRdq_M_resnet.npy,"(876, 2048)"
1750,wJ4b37dPlgI_bn.npy,"(585, 1024)"
1751,ztDPzIoZTj0_resnet.npy,"(381, 2048)"
1752,bpogVeh1pRw_bn.npy,"(518, 1024)"
1753,oRMqGMnK5mk_bn.npy,"(1018, 1024)"
1754,s345cUBQhhk_bn.npy,"(1688, 1024)"
1755,JRycS8aNXBI_resnet.npy,"(1231, 2048)"
1756,pUmjiLjhxgc_resnet.npy,"(514, 2048)"
1757,EP2OBrPPWtU_resnet.npy,"(346, 2048)"
1758,sdB8qBlLS2E_bn.npy,"(690, 1024)"
1759,SHGY7kKeLq8_resnet.npy,"(466, 2048)"
1760,eQZEf3NCCo4_bn.npy,"(494, 1024)"
1761,jhb9ExNemYk_bn.npy,"(373, 1024)"
1762,p-NnIyGFZVw_resnet.npy,"(540, 2048)"
1763,4zO87oc_r-c_bn.npy,"(358, 1024)"
1764,PLqTyxMYgBg_bn.npy,"(682, 1024)"
1765,XeXQ23fgS38_bn.npy,"(366, 1024)"
1766,T9YvpcxCC2I_resnet.npy,"(611, 2048)"
1767,6Rq7O6sX6ds_bn.npy,"(514, 1024)"
1768,v_dkYNq8G9Y_bn.npy,"(759, 1024)"
1769,c96tGPyKB0c_resnet.npy,"(347, 2048)"
1770,a473xRKrDYU_resnet.npy,"(409, 2048)"
1771,rf_mGLJPnDk_resnet.npy,"(539, 2048)"
1772,igEW1p4ZViM_resnet.npy,"(830, 2048)"
1773,M0aQH3SpfhU_bn.npy,"(444, 1024)"
1774,5B1jpHgRetQ_resnet.npy,"(535, 2048)"
1775,9gCDpktlxfs_bn.npy,"(329, 1024)"
1776,nVERaEFJWLQ_bn.npy,"(704, 1024)"
1777,MtWNUAUmGpU_resnet.npy,"(787, 2048)"
1778,2ICT6R4XpG8_bn.npy,"(934, 1024)"
1779,o2H6KyYNy3s_bn.npy,"(467, 1024)"
1780,cppB7IXFySk_resnet.npy,"(549, 2048)"
1781,ixaY3TcKFFA_resnet.npy,"(794, 2048)"
1782,6MBctYaMU8U_resnet.npy,"(844, 2048)"
1783,XUyqiWN8WFI_bn.npy,"(796, 1024)"
1784,zzT6RoI4JPU_bn.npy,"(1356, 1024)"
1785,Ws7JgPJsVjs_resnet.npy,"(535, 2048)"
1786,1xjsM-I-KLI_bn.npy,"(856, 1024)"
1787,R-EnNr_oH8A_bn.npy,"(1162, 1024)"
1788,XVqF_2g0psA_bn.npy,"(725, 1024)"
1789,HJBQ-NgQ9T0_resnet.npy,"(911, 2048)"
1790,C67CT1mdkzI_bn.npy,"(576, 1024)"
1791,mrHTodOjHOc_resnet.npy,"(805, 2048)"
1792,LaouC0RQoDg_resnet.npy,"(906, 2048)"
1793,imfl-NXiU8g_resnet.npy,"(1021, 2048)"
1794,7NptUiW8hJw_bn.npy,"(181, 1024)"
1795,wiWB46xiIwU_resnet.npy,"(509, 2048)"
1796,GnbcTbVhG10_resnet.npy,"(1040, 2048)"
1797,ulrh6C5V_VI_resnet.npy,"(412, 2048)"
1798,3V4MxH2GuIU_bn.npy,"(1039, 1024)"
1799,h4eBp37M5c0_bn.npy,"(256, 1024)"
1800,0JVmVXLrNZo_bn.npy,"(387, 1024)"
1801,a6Axxe-Q9K0_resnet.npy,"(363, 2048)"
1802,8QblSYQpAoM_resnet.npy,"(496, 2048)"
1803,jbjg6w5taGU_resnet.npy,"(544, 2048)"
1804,_XxXWiOoyhY_resnet.npy,"(980, 2048)"
1805,543n2SO_03E_bn.npy,"(556, 1024)"
1806,IW096cyCuaY_bn.npy,"(724, 1024)"
1807,LVHGaXH_7nc_bn.npy,"(1064, 1024)"
1808,i0qYuhtSQHI_bn.npy,"(468, 1024)"
1809,JQl2zaUGNSU_resnet.npy,"(520, 2048)"
1810,VwtkHIturro_resnet.npy,"(524, 2048)"
1811,nzH74JoLMPI_resnet.npy,"(498, 2048)"
1812,SIRq4vM7zLQ_bn.npy,"(1011, 1024)"
1813,EzGGJLGgSl8_resnet.npy,"(707, 2048)"
1814,VH0SmCfAov4_resnet.npy,"(185, 2048)"
1815,7QeBiNfke5s_bn.npy,"(175, 1024)"
1816,5olHoTWB1Hw_bn.npy,"(819, 1024)"
1817,rP7dlRovAzo_resnet.npy,"(443, 2048)"
1818,2IkN3hTEZ2Y_bn.npy,"(672, 1024)"
